transaction_id,user_id,timestamp,amount,latitude,longitude,device_id,recipient_id,is_fraud
T002831,U300,2026-05-23T13:47:40.757429,213.88,-19.91746,-43.85479,DEV0741,U085,0
T002832,U166,2026-05-22T22:35:10.774446,40.9,-22.84292,-43.14736,DEV0043,U076,0
T002833,U319,2026-05-22T21:18:18.279752,95559.29,-22.84824,-43.18826,DEV0010,M080,1
T002834,U244,2026-05-23T01:55:37.758828,5.81,-12.97984,-38.33804,DEV0772,M015,0
T002835,U049,2026-05-23T06:18:48.624367,22.01,-23.5505,-46.6333,DEV0749,U478,1
T002836,U157,2026-05-23T05:32:43.628767,189.83,-22.83758,-43.11863,DEV0758,M009,0
T002837,U077,2026-05-24T09:00:24.391913,136.7,-15.82941,-47.97127,DEV0464,M098,1
T002838,U308,2026-05-23T11:47:13.702528,4.31,-19.94079,-43.94143,DEV0004,M037,0
T002839,U226,2026-05-23T04:43:37.553054,30.92,-23.5676,-46.57771,DEV0724,U114,0
T002840,U151,2026-05-23T05:16:02.322649,39.08,-15.76956,-47.87691,DEV0220,M015,0
T002841,U159,2026-05-23T01:41:07.832437,175.57,-22.82829,-43.29588,DEV0659,M042,0
T002842,U476,2026-05-22T21:23:05.760271,121.53,-12.93722,-38.5027,DEV0141,M038,0
T002843,U371,2026-05-23T02:14:27.499707,108.11,-23.60713,-46.62954,DEV0202,U457,0
T002844,U207,2026-05-22T19:30:14.059336,109.55,-15.81481,-47.97952,DEV0058,U368,0
T002845,U263,2026-05-23T05:33:50.756874,87.46,-13.07076,-38.52472,DEV0450,M053,0
T002846,U074,2026-05-22T21:04:13.657718,268.62,-12.98406,-38.39775,DEV0610,M074,0
T002847,U295,2026-05-23T02:18:00.651655,60.15,-12.96262,-38.57955,DEV0146,M036,0
T002848,U202,2026-05-23T03:22:12.424333,10.45,-25.36546,-49.25808,DEV0070,M055,0
T002849,U011,2026-05-22T23:15:36.296725,737.69,-22.92433,-43.1967,DEV0476,M056,0
T002850,U484,2026-05-23T01:04:42.837155,257.73,-25.40032,-49.28481,DEV0146,M083,0
T002851,U033,2026-05-22T18:55:33.043688,138.79,-23.46091,-46.66046,DEV0344,M018,0
T002852,U289,2026-05-23T06:54:34.315457,10.4,-19.907,-43.88189,DEV0015,M076,0
T002853,U409,2026-05-23T13:24:20.289511,8.02,-22.86412,-43.18897,DEV0514,M003,0
T002854,U282,2026-05-23T05:45:08.060652,266.97,-30.05278,-51.24024,DEV0056,M023,0
T002855,U442,2026-05-23T11:06:04.611454,338.31,-25.46828,-49.29743,DEV0467,M041,0
T002856,U060,2026-05-22T21:12:48.402405,68.86,-19.93482,-43.90149,DEV0649,M076,0
T002857,U014,2026-05-23T05:32:24.825254,16.8,-25.4403,-49.25454,DEV0505,M040,0
T002858,U143,2026-05-23T04:54:28.454045,169.93,-30.11589,-51.20453,DEV0127,M016,0
T002859,U003,2026-05-22T22:12:35.472635,30.15,-29.94643,-51.17055,DEV0122,U155,0
T002860,U415,2026-05-22T17:30:48.573100,19.75,-25.3365,-49.25092,DEV0506,M056,0
T002861,U110,2026-05-23T10:25:40.541645,121.64,-25.37789,-49.24108,DEV0158,M082,0
T002862,U417,2026-05-22T22:30:59.999198,272.88,-19.92655,-44.0308,DEV0727,U153,0
T002863,U269,2026-05-23T10:50:57.196741,636.04,-19.8819,-43.83535,DEV0093,M036,0
T002864,U490,2026-05-23T00:11:51.840761,173.84,-30.04667,-51.23215,DEV0302,U284,0
T002865,U440,2026-05-22T18:43:08.983934,105.88,-15.72524,-47.88571,DEV0406,M100,0
T002866,U435,2026-05-22T20:00:49.740794,398.08,-12.93068,-38.35154,DEV0292,M051,0
T002867,U092,2026-05-22T21:22:46.439745,651.45,-25.44964,-49.32433,DEV0587,M038,0
T002868,U198,2026-05-22T19:04:46.586966,4.91,-30.0346,-51.2177,DEV0029,M064,1
T002869,U204,2026-05-23T09:29:12.737186,1.81,-30.02026,-51.15144,DEV0091,M019,0
T002870,U418,2026-05-23T00:34:09.513591,3.6,-23.58986,-46.60926,DEV0115,M042,0
T002871,U410,2026-05-22T20:12:45.152953,94.67,-12.91374,-38.56848,DEV0523,U404,0
T002872,U266,2026-05-23T01:47:22.573818,295.86,-30.06619,-51.13475,DEV0095,U040,0
T002873,U074,2026-05-23T00:43:07.128676,247.27,-13.00498,-38.57852,DEV0610,M094,0
T002874,U290,2026-05-22T21:57:48.228626,29.73,-29.96846,-51.21114,DEV0485,M063,0
T002875,U083,2026-05-23T22:24:54.890244,18.38,-19.96533,-43.91473,DEV0473,M080,0
T002876,U160,2026-05-23T01:11:23.393765,5000.0,-23.40815,-46.65668,DEV0325,U438,1
T002877,U438,2026-05-23T01:11:33.393765,4950.0,-19.9173,-43.9345,DEV0744,U138,1
T002878,U138,2026-05-23T01:11:43.393765,4900.0,-30.0346,-51.2177,DEV0656,U160,1
T002879,U455,2026-05-23T01:29:47.180750,297.97,-13.00929,-38.55637,DEV0374,U222,0
T002880,U062,2026-05-23T07:19:43.938103,96.48,-30.12285,-51.26,DEV0374,M056,0
T002881,U243,2026-05-22T21:50:08.335507,1229.01,-15.8064,-47.86113,DEV0001,M039,0
T002882,U247,2026-05-22T18:24:01.273913,120.58,-19.9173,-43.9345,DEV0250,M083,1
T002883,U322,2026-05-22T23:54:40.634794,500.76,-12.89447,-38.54749,DEV0329,M015,0
T002884,U387,2026-05-22T19:58:37.220464,5.85,-12.96645,-38.5563,DEV0305,M076,0
T002885,U206,2026-05-23T13:38:51.613674,90.59,-12.96796,-38.44869,DEV0653,M046,0
T002886,U453,2026-05-23T01:21:58.086921,189.12,-15.69365,-47.8506,DEV0592,U013,0
T002887,U379,2026-05-23T10:29:04.978936,21.88,-19.8776,-43.86831,DEV0662,U068,0
T002888,U305,2026-05-22T15:34:02.326175,54.34,-29.99953,-51.26422,DEV0243,M042,0
T002889,U217,2026-05-23T01:42:34.983431,166.89,-23.50679,-46.59653,DEV0526,M038,0
T002890,U005,2026-05-23T01:12:45.375638,114.46,-25.44464,-49.23753,DEV0664,U500,0
T002891,U272,2026-05-23T11:09:21.801404,22.19,-22.90994,-43.1261,DEV0534,U352,0
T002892,U287,2026-05-22T15:55:03.988644,10.46,-19.99531,-43.84177,DEV0751,M049,0
T002893,U050,2026-05-23T07:26:48.255301,117.01,-13.00997,-38.5395,DEV0036,U090,0
T002894,U434,2026-05-22T23:11:33.044039,46.26,-15.75998,-47.93523,DEV0363,U357,0
T002895,U060,2026-05-23T04:05:03.563863,444.32,-19.85842,-43.94301,DEV0649,M012,0
T002896,U275,2026-05-23T02:32:38.032237,45.55,-15.82281,-47.96168,DEV0730,M074,0
T002897,U125,2026-05-22T23:07:45.733135,621.21,-19.88851,-43.9053,DEV0408,M053,0
T002898,U227,2026-05-22T17:59:19.010040,20.09,-12.97824,-38.48749,DEV0558,M035,0
T002899,U067,2026-05-23T09:46:22.595938,189.58,-19.86596,-43.91948,DEV0113,U201,0
T002900,U352,2026-05-23T06:21:04.984467,169.69,-25.28301,-49.23725,DEV0685,M003,0
T002901,U462,2026-05-23T07:02:56.023597,50.67,-12.97646,-38.59592,DEV0519,M036,0
T002902,U008,2026-05-23T02:13:40.403190,6.37,-12.98507,-38.42385,DEV0161,M067,0
T002903,U441,2026-05-22T21:26:14.866199,1.3,-23.48581,-46.56164,DEV0762,M087,0
T002904,U101,2026-05-23T08:51:14.325185,16.3,-23.48263,-46.64179,DEV0688,U270,0
T002905,U494,2026-05-23T04:53:32.030696,13.57,-19.85874,-43.88257,DEV0493,U229,0
T002906,U300,2026-05-23T15:21:39.111207,69.08,-19.80688,-44.03005,DEV0741,U247,0
T002907,U292,2026-05-22T22:41:22.472252,9.09,-22.92476,-43.18835,DEV0126,M033,0
T002908,U288,2026-05-23T05:09:26.814374,78.05,-22.94872,-43.11581,DEV0506,U123,0
T002909,U416,2026-05-23T05:42:46.782355,72.37,-22.9068,-43.1729,DEV0714,M087,1
T002910,U304,2026-05-23T01:24:40.676347,304.49,-30.00708,-51.22266,DEV0664,M098,0
T002911,U066,2026-05-22T19:34:09.428607,670.25,-22.9068,-43.1729,DEV0625,M044,1
T002912,U125,2026-05-22T23:33:08.870398,525.57,-19.87745,-43.8878,DEV0408,M032,0
T002913,U274,2026-05-23T06:34:36.977031,54.7,-22.84882,-43.24757,DEV0046,U384,0
T002914,U288,2026-05-23T05:22:38.675300,55.18,-22.96171,-43.16376,DEV0506,U237,0
T002915,U189,2026-05-23T20:49:32.988273,266.49,-30.0379,-51.19159,DEV0144,M099,0
T002916,U399,2026-05-23T12:20:52.172150,417.0,-30.01757,-51.20936,DEV0443,U452,0
T002917,U042,2026-05-23T13:33:06.703843,113.49,-13.02435,-38.50015,DEV0462,M085,0
T002918,U153,2026-05-22T20:33:18.117194,14.14,-25.49542,-49.28882,DEV0453,U292,0
T002919,U184,2026-05-23T00:45:25.526122,47.49,-23.65714,-46.59048,DEV0076,M009,0
T002920,U196,2026-05-23T05:29:54.379905,54.06,-15.81061,-48.05558,DEV0653,M056,0
T002921,U189,2026-05-23T20:58:22.874933,535.78,-30.02752,-51.18254,DEV0144,U027,0
T002922,U023,2026-05-23T01:06:54.212663,4.13,-22.9282,-43.21309,DEV0390,M088,0
T002923,U240,2026-05-22T17:22:32.973092,71.96,-12.93261,-38.55556,DEV0023,U082,0
T002924,U288,2026-05-23T06:13:31.935980,17.58,-22.85543,-43.25292,DEV0506,M045,0
T002925,U086,2026-05-23T00:40:35.690503,24.62,-23.44016,-46.71763,DEV0572,M044,0
T002926,U394,2026-05-22T21:29:57.430546,94.77,-22.96696,-43.18126,DEV0458,M035,0
T002927,U295,2026-05-23T03:22:03.912929,31.09,-12.94678,-38.52493,DEV0146,M005,0
T002928,U351,2026-05-23T11:59:05.936699,19.06,-13.04848,-38.54656,DEV0157,M062,0
T002929,U186,2026-05-22T18:48:44.518085,26.18,-25.48031,-49.30866,DEV0506,M095,0
T002930,U191,2026-05-22T19:56:34.489036,172.72,-30.0737,-51.16605,DEV0398,M020,0
T002931,U137,2026-05-23T18:29:59.606853,19.22,-12.94317,-38.53487,DEV0350,M038,0
T002932,U228,2026-05-23T16:17:39.378645,35.91,-30.0346,-51.2177,DEV0594,U043,1
T002933,U052,2026-05-22T18:17:39.745402,183.7,-25.48245,-49.35926,DEV0578,U189,0
T002934,U163,2026-05-22T20:01:50.145500,7.64,-19.95776,-43.90337,DEV0380,M006,0
T002935,U082,2026-05-23T08:01:25.794087,145.06,-30.05892,-51.24184,DEV0338,M064,0
T002936,U314,2026-05-23T09:37:52.476344,33.86,-19.86628,-43.906,DEV0724,U498,0
T002937,U498,2026-05-22T21:58:54.737170,21.88,-29.97824,-51.20001,DEV0727,M094,0
T002938,U352,2026-05-23T06:30:31.135627,98.9,-25.44994,-49.3362,DEV0685,M058,0
T002939,U333,2026-05-23T06:44:23.542702,22.55,-15.73692,-47.98448,DEV0132,M089,0
T002940,U432,2026-05-22T23:56:26.966804,131.19,-23.61207,-46.57917,DEV0476,M049,0
T002941,U346,2026-05-23T04:52:07.052090,365.62,-15.72539,-47.86926,DEV0196,M036,0
T002942,U351,2026-05-23T12:47:06.052225,190.1,-12.95972,-38.52315,DEV0157,M078,0
T002943,U459,2026-05-24T00:18:03.547810,1344.09,-22.93535,-43.20037,DEV0016,M065,0
T002944,U385,2026-05-23T00:37:02.205937,66.85,-15.78721,-47.86613,DEV0215,M095,0
T002945,U331,2026-05-22T19:21:33.387569,66.52,-15.72921,-47.94636,DEV0291,M066,0
T002946,U456,2026-05-23T02:39:58.095995,33.65,-23.57647,-46.64383,DEV0466,M035,0
T002947,U224,2026-05-23T02:59:02.511917,79.53,-25.35545,-49.25983,DEV0041,M028,0
T002948,U475,2026-05-23T08:34:34.653119,7.47,-22.90322,-43.27067,DEV0414,M047,0
T002949,U365,2026-05-23T17:30:35.957634,228.09,-23.61819,-46.60205,DEV0726,M063,0
T002950,U247,2026-05-22T19:45:20.626838,31.63,-22.90206,-43.18527,DEV0250,M050,0
T002951,U194,2026-05-22T21:04:27.962605,303.38,-23.50997,-46.66175,DEV0074,M050,0
T002952,U410,2026-05-22T23:57:01.028865,5.16,-12.90759,-38.54216,DEV0523,M078,0
T002953,U064,2026-05-23T00:23:55.829266,478.33,-23.61578,-46.68644,DEV0442,M093,0
T002954,U214,2026-05-23T09:37:58.599243,65.99,-12.97855,-38.4601,DEV0203,M071,0
T002955,U386,2026-05-22T22:53:43.193657,12.75,-19.91427,-43.91406,DEV0318,U263,0
T002956,U328,2026-05-23T13:44:31.808659,114.92,-23.516,-46.55137,DEV0296,U034,0
T002957,U259,2026-05-23T18:27:43.887679,63.24,-30.07192,-51.17621,DEV0106,M070,0
T002958,U456,2026-05-23T06:49:38.481620,107.79,-23.50695,-46.7524,DEV0466,U277,0
T002959,U124,2026-05-23T16:03:48.041255,816.68,-12.98644,-38.51508,DEV0682,M026,0
T002960,U364,2026-05-22T21:34:38.722047,13.56,-15.7505,-47.93016,DEV0051,M085,0
T002961,U035,2026-05-22T19:45:27.379600,21.38,-19.8722,-43.85596,DEV0419,U451,0
T002962,U428,2026-05-22T18:03:59.180846,55.63,-13.05997,-38.49605,DEV0342,M043,0
T002963,U264,2026-05-23T11:33:15.341506,84.92,-19.91307,-43.95558,DEV0043,U424,0
T002964,U074,2026-05-23T02:05:19.378017,203.97,-12.98357,-38.50099,DEV0610,M096,0
T002965,U052,2026-05-22T21:22:59.486473,165.45,-25.38463,-49.26441,DEV0578,M076,0
T002966,U350,2026-05-23T01:41:18.722788,17.22,-25.43324,-49.29472,DEV0696,U381,0
T002967,U038,2026-05-22T18:45:10.029228,8.43,-25.47276,-49.24117,DEV0033,M004,0
T002968,U141,2026-05-23T09:15:16.943167,32.95,-25.38919,-49.27186,DEV0058,M071,0
T002969,U152,2026-05-23T07:54:46.465876,140.36,-23.60702,-46.57488,DEV0094,M059,0
T002970,U438,2026-05-23T02:25:15.684256,34.19,-19.9325,-43.90366,DEV0744,M051,0
T002971,U073,2026-05-23T04:37:38.188620,629.24,-23.49146,-46.65324,DEV0767,M083,0
T002972,U058,2026-05-22T23:59:29.900649,187.07,-19.93293,-43.94282,DEV0633,M037,0
T002973,U170,2026-05-23T01:10:50.090653,56.05,-12.9775,-38.53665,DEV0602,M011,0
T002974,U239,2026-05-23T16:38:01.564167,1098.23,-12.91276,-38.50648,DEV0645,M011,0
T002975,U253,2026-05-23T06:48:53.349743,560.93,-15.76513,-48.03088,DEV0578,U099,0
T002976,U117,2026-05-23T02:30:27.828259,15.46,-22.90882,-43.25142,DEV0793,U322,0
T002977,U121,2026-05-22T21:52:38.077823,89.61,-19.91108,-43.94369,DEV0490,M096,0
T002978,U121,2026-05-23T01:30:46.081798,537.93,-19.97028,-44.05043,DEV0490,U067,0
T002979,U119,2026-05-23T11:01:05.016935,9.87,-15.76378,-47.91494,DEV0792,M042,0
T002980,U399,2026-05-23T15:39:43.936062,51.52,-30.01276,-51.26777,DEV0443,U444,0
T002981,U051,2026-05-23T03:45:11.594510,195.85,-30.02824,-51.19351,DEV0699,U024,0
T002982,U121,2026-05-23T01:34:06.805365,143.88,-19.93225,-43.96444,DEV0490,M042,0
T002983,U250,2026-05-23T07:57:40.154385,216.69,-15.75258,-47.95664,DEV0734,M091,0
T002984,U414,2026-05-23T04:19:43.618127,72.82,-22.92822,-43.23705,DEV0053,M068,0
T002985,U063,2026-05-23T02:09:03.915450,113.41,-23.53499,-46.63949,DEV0692,M009,0
T002986,U206,2026-05-23T14:43:19.660185,24.32,-12.94258,-38.61851,DEV0653,M018,0
T002987,U241,2026-05-22T21:42:48.269297,254.9,-12.97676,-38.47982,DEV0714,U333,0
T002988,U042,2026-05-23T15:41:38.896305,26.96,-13.06579,-38.46627,DEV0462,M033,0
T002989,U205,2026-05-23T17:41:31.893005,421.23,-19.97447,-43.91887,DEV0039,M029,0
T002990,U180,2026-05-23T09:45:34.096146,58.64,-23.47207,-46.65426,DEV0798,M017,0
T002991,U155,2026-05-23T07:38:21.395317,3.78,-29.94498,-51.14742,DEV0612,M042,0
T002992,U258,2026-05-23T00:36:53.128420,124.31,-23.58798,-46.71605,DEV0335,M082,0
T002993,U111,2026-05-23T01:52:03.519193,5.89,-13.04272,-38.44844,DEV0518,M031,0
T002994,U127,2026-05-22T23:15:20.681432,158.04,-23.63017,-46.60377,DEV0776,U413,0
T002995,U442,2026-05-23T12:59:34.486514,298.06,-25.4575,-49.23433,DEV0467,U343,0
T002996,U094,2026-05-23T03:29:32.286065,61.82,-15.75821,-47.85125,DEV0227,M065,0
T002997,U448,2026-05-23T10:01:01.684368,76.29,-29.99543,-51.30226,DEV0131,U260,0
T002998,U214,2026-05-23T15:14:42.996743,15.21,-12.94189,-38.42767,DEV0203,M059,0
T002999,U132,2026-05-23T02:48:48.265337,4.86,-22.95118,-43.20899,DEV0570,M025,0
T003000,U074,2026-05-23T05:16:47.494884,96.5,-12.915,-38.54031,DEV0610,U330,0
T003001,U387,2026-05-22T21:46:31.191866,7.64,-12.9406,-38.54954,DEV0305,M086,0
T003002,U434,2026-05-23T00:49:45.669871,142.01,-15.72125,-47.94673,DEV0363,U285,1
T003003,U118,2026-05-22T22:31:47.053251,257.82,-15.69882,-47.91939,DEV0570,U476,0
T003004,U479,2026-05-23T13:42:00.843955,102.28,-25.40087,-49.22989,DEV0697,M038,1
T003005,U265,2026-05-23T00:54:37.209461,22.05,-19.96876,-44.02724,DEV0111,M007,0
T003006,U432,2026-05-23T03:12:10.581525,218.57,-23.59453,-46.60208,DEV0476,U465,0
T003007,U017,2026-05-22T20:01:06.096290,32.57,-25.36698,-49.30905,DEV0014,M025,0
T003008,U361,2026-05-22T20:33:55.811162,41.59,-25.46679,-49.27945,DEV0356,U120,0
T003009,U129,2026-05-23T14:45:54.913419,159.0,-22.93348,-43.13442,DEV0800,M072,0
T003010,U014,2026-05-23T10:23:41.979920,2.66,-25.36838,-49.30103,DEV0505,U169,0
T003011,U170,2026-05-23T04:43:56.615586,97.98,-12.8937,-38.53053,DEV0602,M068,0
T003012,U176,2026-05-22T23:46:44.795677,412.98,-19.9,-43.92679,DEV0689,M079,0
T003013,U194,2026-05-22T23:30:47.206375,67.61,-23.52567,-46.71679,DEV0074,M074,0
T003014,U151,2026-05-23T09:12:31.668640,10.65,-15.75105,-47.82409,DEV0220,M015,0
T003015,U020,2026-05-23T15:03:45.980025,2.47,-30.01911,-51.18374,DEV0428,M064,0
T003016,U314,2026-05-23T15:40:52.704649,96.55,-19.89312,-43.98963,DEV0724,M086,0
T003017,U067,2026-05-23T10:39:41.229891,43.34,-19.97061,-43.87072,DEV0113,M055,0
T003018,U484,2026-05-23T03:49:50.685819,34.74,-25.48085,-49.25856,DEV0146,U493,0
T003019,U076,2026-05-23T16:40:22.865976,30.78,-23.62038,-46.57462,DEV0201,U417,0
T003020,U380,2026-05-23T12:27:34.020234,118.46,-22.94291,-43.12428,DEV0469,U423,0
T003021,U318,2026-05-23T02:31:32.461491,36.25,-12.89679,-38.54308,DEV0259,M024,0
T003022,U484,2026-05-23T05:30:19.446854,22.91,-25.43336,-49.33599,DEV0146,U393,0
T003023,U280,2026-05-23T07:22:21.812072,127.15,-25.4284,-49.2733,DEV0008,U142,1
T003024,U472,2026-05-22T23:33:18.818761,69.85,-12.94421,-38.53533,DEV0722,U264,0
T003025,U500,2026-05-23T00:35:53.424769,19.15,-12.95651,-38.47836,DEV0490,M093,0
T003026,U206,2026-05-23T14:52:28.575796,67.62,-12.95199,-38.54492,DEV0653,U094,0
T003027,U140,2026-05-23T10:53:35.833653,6.63,-23.55024,-46.66287,DEV0120,M047,0
T003028,U425,2026-05-23T13:45:28.562330,139.81,-22.91487,-43.17641,DEV0356,M086,0
T003029,U011,2026-05-23T01:11:51.808562,1281.47,-22.93682,-43.14449,DEV0476,U432,0
T003030,U233,2026-05-22T21:37:18.825323,12.08,-30.05026,-51.07854,DEV0177,M081,0
T003031,U191,2026-05-22T21:10:05.368919,79.85,-29.89762,-51.1115,DEV0398,U197,0
T003032,U434,2026-05-23T01:22:59.691911,12.45,-15.77111,-47.86694,DEV0363,U110,0
T003033,U387,2026-05-22T22:22:48.171202,15.94,-12.92928,-38.50107,DEV0305,M096,0
T003034,U378,2026-05-23T05:08:23.114376,518.52,-23.60758,-46.68598,DEV0177,M017,0
T003035,U495,2026-05-23T17:42:18.187714,138.6,-19.91368,-43.9597,DEV0226,M017,0
T003036,U015,2026-05-22T22:27:52.044289,135.59,-19.85461,-43.97468,DEV0647,U204,0
T003037,U304,2026-05-23T04:44:34.736302,52.89,-29.98556,-51.2919,DEV0664,U419,0
T003038,U265,2026-05-23T01:33:29.521026,51.25,-19.90494,-43.83552,DEV0111,M058,0
T003039,U461,2026-05-23T07:20:51.268108,3.63,-22.85496,-43.13129,DEV0391,M014,0
T003040,U470,2026-05-23T02:22:58.792128,183.01,-30.11011,-51.18161,DEV0527,M058,0
T003041,U455,2026-05-23T09:38:41.995110,124.22,-12.98434,-38.57085,DEV0374,U239,0
T003042,U079,2026-05-22T20:25:15.417271,69.66,-19.80445,-43.89052,DEV0346,M065,0
T003043,U192,2026-05-23T00:50:08.826477,905.41,-13.02242,-38.40386,DEV0163,M005,0
T003044,U426,2026-05-23T07:30:09.789560,56.16,-22.91629,-43.09489,DEV0017,M082,0
T003045,U070,2026-05-22T23:54:21.209858,5000.0,-22.97676,-43.16451,DEV0053,U073,1
T003046,U073,2026-05-22T23:54:31.209858,4950.0,-23.5505,-46.6333,DEV0767,U195,1
T003047,U195,2026-05-22T23:54:41.209858,4900.0,-23.5505,-46.6333,DEV0253,U070,1
T003048,U322,2026-05-23T01:29:34.379629,3.21,-13.0634,-38.5147,DEV0329,M035,0
T003049,U143,2026-05-23T05:00:31.207566,218.02,-30.02823,-51.28329,DEV0127,M082,0
T003050,U082,2026-05-23T11:40:46.347710,35.18,-29.88808,-51.12541,DEV0338,U133,0
T003051,U010,2026-05-23T02:46:52.433873,232.3,-23.54077,-46.63408,DEV0475,M037,0
T003052,U218,2026-05-23T13:41:29.506550,168.29,-23.5962,-46.70892,DEV0373,M100,0
T003053,U389,2026-05-23T11:39:17.036072,41.4,-22.94177,-43.23279,DEV0769,M077,0
T003054,U278,2026-05-23T15:07:58.491117,79.74,-15.8336,-47.86156,DEV0107,U345,0
T003055,U322,2026-05-23T02:57:33.852542,37.63,-12.96819,-38.50876,DEV0329,U216,0
T003056,U445,2026-05-22T22:22:21.680607,5000.0,-12.88688,-38.45211,DEV0073,U485,1
T003057,U485,2026-05-22T22:22:31.680607,4950.0,-23.5505,-46.6333,DEV0432,U190,1
T003058,U190,2026-05-22T22:22:41.680607,4900.0,-12.9714,-38.5014,DEV0693,U445,1
T003059,U129,2026-05-23T16:02:09.010819,36.27,-22.93112,-43.14292,DEV0800,U365,0
T003060,U074,2026-05-23T05:56:00.285886,371.02,-12.92153,-38.48204,DEV0610,M010,0
T003061,U111,2026-05-23T03:50:08.982245,120.85,-13.05463,-38.48659,DEV0518,M060,0
T003062,U458,2026-05-22T22:57:05.296618,14.13,-12.96158,-38.4535,DEV0538,M096,0
T003063,U112,2026-05-23T02:49:55.611299,250.31,-23.55351,-46.65881,DEV0037,M005,0
T003064,U259,2026-05-23T20:02:14.183261,629.15,-29.99755,-51.16744,DEV0106,M008,0
T003065,U424,2026-05-23T07:51:55.828367,275.93,-15.82691,-47.96968,DEV0146,U377,0
T003066,U462,2026-05-23T07:56:12.430785,123.78,-12.94875,-38.51337,DEV0519,U316,0
T003067,U494,2026-05-23T05:42:57.080205,9.17,-19.80337,-43.94522,DEV0493,M034,0
T003068,U211,2026-05-23T08:00:38.276492,1758.02,-23.558,-46.65557,DEV0117,M088,0
T003069,U341,2026-05-23T04:53:15.334103,241.63,-29.92972,-51.20841,DEV0179,M005,1
T003070,U161,2026-05-22T19:40:46.895970,6.77,-30.05218,-51.20559,DEV0258,M044,0
T003071,U164,2026-05-23T01:33:05.272000,235.57,-12.99833,-38.51537,DEV0691,U016,0
T003072,U379,2026-05-23T11:35:22.646402,21.88,-19.87541,-43.85628,DEV0662,M058,0
T003073,U428,2026-05-22T19:15:44.753365,24.33,-12.92241,-38.44358,DEV0342,M030,0
T003074,U103,2026-05-23T01:07:06.268105,1650.72,-15.87596,-47.8244,DEV0670,M026,0
T003075,U006,2026-05-23T00:00:54.344024,126.13,-12.9729,-38.48482,DEV0770,M026,0
T003076,U168,2026-05-23T13:40:43.979728,93004.27,-22.76078,-43.16407,DEV0253,M034,1
T003077,U279,2026-05-22T20:49:09.470752,101.72,-12.93924,-38.48191,DEV0337,M034,0
T003078,U333,2026-05-23T09:57:20.453383,54.8,-15.80681,-47.99094,DEV0132,M092,0
T003079,U301,2026-05-22T16:45:29.108214,1.22,-13.01329,-38.41598,DEV0662,U126,0
T003080,U283,2026-05-23T04:16:34.310140,145.83,-22.89983,-43.13666,DEV0028,U429,0
T003081,U279,2026-05-22T21:10:23.972013,9.04,-12.96207,-38.44576,DEV0337,M046,0
T003082,U087,2026-05-23T04:55:23.877108,166.27,-23.52801,-46.60084,DEV0304,M017,0
T003083,U142,2026-05-22T19:04:42.814082,459.3,-13.01224,-38.47535,DEV0474,U127,0
T003084,U333,2026-05-23T11:50:41.448909,45.87,-15.82782,-47.92036,DEV0132,M076,0
T003085,U197,2026-05-22T21:11:33.492832,179.72,-23.57638,-46.65791,DEV0795,M083,0
T003086,U407,2026-05-22T23:12:41.845725,74.18,-23.58853,-46.69316,DEV0151,M089,0
T003087,U178,2026-05-23T15:20:23.298477,22.08,-15.7742,-47.95963,DEV0736,U183,0
T003088,U426,2026-05-23T10:51:04.716613,7.94,-22.87744,-43.22838,DEV0017,M026,0
T003089,U123,2026-05-23T01:27:15.903694,186.46,-19.93245,-43.96178,DEV0246,M027,0
T003090,U194,2026-05-23T05:12:43.640942,448.84,-23.62265,-46.61887,DEV0074,M039,0
T003091,U359,2026-05-23T07:36:13.023735,142.18,-15.79864,-47.92817,DEV0210,M086,0
T003092,U391,2026-05-23T04:30:30.171449,47.45,-23.5223,-46.52468,DEV0114,M013,0
T003093,U021,2026-05-23T12:06:01.980155,40.56,-30.03014,-51.14366,DEV0035,M040,0
T003094,U224,2026-05-23T03:26:46.908412,71.46,-25.47097,-49.26132,DEV0041,M078,0
T003095,U392,2026-05-23T01:38:09.395583,77.97,-19.99332,-43.92562,DEV0644,M087,0
T003096,U228,2026-05-23T22:19:34.083580,23.49,-15.83612,-47.95939,DEV0594,U280,0
T003097,U225,2026-05-23T05:11:14.780574,4.08,-19.94624,-43.9287,DEV0502,U183,0
T003098,U067,2026-05-23T15:46:49.652447,757.07,-19.83801,-43.93544,DEV0113,M094,0
T003099,U247,2026-05-22T21:50:37.716553,197.82,-22.89978,-43.1561,DEV0250,U286,0
T003100,U082,2026-05-23T13:02:52.770187,33.88,-29.91223,-51.29099,DEV0338,M048,0
T003101,U127,2026-05-23T00:16:55.128015,24.07,-23.57899,-46.65821,DEV0776,M024,0
T003102,U181,2026-05-23T02:17:12.044868,54.84,-15.72615,-47.93023,DEV0596,U058,0
T003103,U114,2026-05-23T08:53:44.860757,327.11,-19.89573,-43.97817,DEV0700,M043,0
T003104,U059,2026-05-24T02:38:05.613783,34.38,-23.50676,-46.64943,DEV0259,M100,0
T003105,U286,2026-05-23T04:18:47.174649,1.96,-19.94568,-43.9659,DEV0623,U432,0
T003106,U249,2026-05-23T00:55:49.962856,396.67,-25.39023,-49.26988,DEV0054,U430,0
T003107,U201,2026-05-23T01:50:46.729676,348.66,-30.07989,-51.13499,DEV0327,M040,0
T003108,U459,2026-05-24T02:55:38.983193,104.84,-22.96686,-43.21479,DEV0016,M054,0
